,0_WRIST_x,0_WRIST_y,0_THUMB_CMC_x,0_THUMB_CMC_y,0_THUMB_MCP_x,0_THUMB_MCP_y,0_THUMB_IP_x,0_THUMB_IP_y,0_THUMB_TIP_x,0_THUMB_TIP_y,0_INDEX_FINGER_MCP_x,0_INDEX_FINGER_MCP_y,0_INDEX_FINGER_PIP_x,0_INDEX_FINGER_PIP_y,0_INDEX_FINGER_DIP_x,0_INDEX_FINGER_DIP_y,0_INDEX_FINGER_TIP_x,0_INDEX_FINGER_TIP_y,0_MIDDLE_FINGER_MCP_x,0_MIDDLE_FINGER_MCP_y,0_MIDDLE_FINGER_PIP_x,0_MIDDLE_FINGER_PIP_y,0_MIDDLE_FINGER_DIP_x,0_MIDDLE_FINGER_DIP_y,0_MIDDLE_FINGER_TIP_x,0_MIDDLE_FINGER_TIP_y,0_RING_FINGER_MCP_x,0_RING_FINGER_MCP_y,0_RING_FINGER_PIP_x,0_RING_FINGER_PIP_y,0_RING_FINGER_DIP_x,0_RING_FINGER_DIP_y,0_RING_FINGER_TIP_x,0_RING_FINGER_TIP_y,0_PINKY_MCP_x,0_PINKY_MCP_y,0_PINKY_PIP_x,0_PINKY_PIP_y,0_PINKY_DIP_x,0_PINKY_DIP_y,0_PINKY_TIP_x,0_PINKY_TIP_y,label
10,0.0,0.0,-43.20915222167969,-17.750015258789062,-81.16714477539062,-59.12149429321289,-112.0294952392578,-90.21673679351808,-142.67566680908203,-103.04344654083252,-54.48600769042969,-122.44711875915527,-72.30430603027344,-166.62400245666504,-81.8863296508789,-195.92754364013672,-87.77145385742188,-219.74295616149905,-23.77601623535156,-131.4103603363037,-26.46942138671875,-186.40520095825195,-27.103614807128903,-222.00734853744507,-26.682357788085938,-250.34342765808103,6.017990112304688,-126.13121509552002,11.56024932861328,-177.82424926757812,16.84925079345703,-210.17451524734497,21.036834716796875,-237.8358793258667,33.68949890136719,-109.2432689666748,55.067176818847656,-136.8871021270752,69.88418579101562,-155.24255275726318,82.19146728515625,-172.02067136764526,0
11,0.0,0.0,-43.32721710205078,-17.901220321655273,-80.77812194824219,-57.70033836364746,-111.7975616455078,-88.16227912902832,-142.43934631347656,-102.11284160614014,-55.1943588256836,-120.83433151245116,-73.97663116455078,-164.15595531463623,-83.126220703125,-193.1881284713745,-87.91728973388672,-216.4969539642334,-24.47494506835937,-129.7196102142334,-27.33936309814453,-183.9228701591492,-27.88192749023437,-218.70974779129028,-27.076873779296875,-247.02919006347656,5.276527404785156,-124.95829582214355,10.624656677246094,-175.74384927749634,15.267448425292969,-208.1490969657898,19.188003540039062,-236.08152866363525,32.74757385253906,-108.82882118225098,55.87024688720703,-136.25596046447754,72.0306396484375,-155.047345161438,85.60821533203125,-172.5455117225647,0
12,0.0,0.0,-42.56996154785156,-18.50043296813965,-79.97493743896484,-59.37197685241699,-110.34671783447266,-88.81426334381104,-139.95941162109375,-101.43211841583252,-52.83660888671875,-119.63892459869383,-70.0390625,-161.78076267242432,-78.93367767333984,-190.09768724441528,-84.31709289550781,-212.7716159820557,-21.95453643798828,-128.11058521270752,-23.31165313720703,-181.94365739822388,-23.580474853515625,-216.2409210205078,-23.170089721679688,-243.8584899902344,7.6515960693359375,-122.91478157043456,13.69110107421875,-173.97572994232178,18.20995330810547,-205.95801830291748,21.956520080566406,-233.59315395355225,34.71122741699219,-106.4600658416748,57.96184539794922,-132.16107845306396,73.67141723632812,-150.1175880432129,86.66996002197266,-167.1877670288086,0
13,0.0,0.0,-43.06976318359375,-18.51419448852539,-78.9541244506836,-58.606438636779785,-108.59710693359376,-88.57917308807373,-138.51268768310547,-102.81259059906006,-53.041954040527344,-119.73787307739258,-68.91624450683594,-162.11616039276123,-77.30186462402344,-190.79875230789185,-81.92169189453125,-213.48084211349487,-22.804908752441406,-127.75174140930176,-24.561309814453125,-181.01332426071167,-24.083824157714844,-215.2064609527588,-22.76531219482422,-243.2788038253784,6.5876007080078125,-122.60986804962158,11.992950439453123,-174.30996894836426,17.157554626464844,-205.784854888916,21.21421813964844,-233.0751371383667,34.051551818847656,-106.77326202392578,56.658668518066406,-133.21666717529297,71.82746887207031,-151.7180871963501,84.36660766601562,-169.16218757629397,0
14,0.0,0.0,-41.50238037109375,-19.171772003173828,-76.93714141845703,-59.53874588012695,-105.86502075195312,-89.14259433746338,-135.24436950683594,-103.22113037109376,-50.70068359375,-120.20168781280518,-66.40708923339844,-162.21882820129397,-75.08228302001953,-190.54717540740967,-80.467529296875,-213.18766593933103,-19.969215393066406,-127.7037763595581,-20.04070281982422,-180.9954643249512,-19.24381256103516,-215.09310007095337,-18.552780151367188,-242.6234579086304,9.298439025878906,-121.59842491149902,16.56055450439453,-171.787748336792,21.36173248291016,-202.7036476135254,24.62116241455078,-229.48044776916504,35.791778564453125,-104.52029228210448,60.07015228271485,-129.16854858398438,75.96080780029297,-146.6328763961792,88.71112823486328,-163.53089332580566,0
15,0.0,0.0,-41.987037658691406,-18.873167037963867,-76.65000915527344,-59.02244567871094,-105.18836975097656,-89.72153663635254,-135.15731811523438,-103.81988525390624,-49.94068145751953,-119.52195167541504,-65.40245056152344,-161.90196990966797,-73.69518280029297,-190.1283359527588,-78.65127563476562,-212.88122177124023,-19.54090118408203,-126.97956562042236,-20.010223388671875,-179.8993420600891,-19.30000305175781,-213.7287712097168,-18.337440490722656,-241.0797357559204,9.649658203125,-120.97841262817384,16.73004150390625,-171.94833755493164,21.696701049804688,-202.9502820968628,25.316314697265625,-230.025315284729,36.702728271484375,-103.95923137664796,60.961036682128906,-128.84626865386963,76.0586166381836,-147.05177307128906,88.0849838256836,-164.67172622680664,0
16,0.0,0.0,-42.529029846191406,-18.289833068847656,-77.64728546142578,-58.883256912231445,-105.41610717773438,-89.78496551513672,-134.83688354492188,-103.18546772003174,-49.037628173828125,-118.45448970794678,-63.63422393798828,-160.51945209503174,-71.95037841796875,-188.6525917053223,-77.45738983154297,-211.08874082565308,-18.74958038330078,-125.78697681427002,-18.17829132080078,-178.72762441635132,-17.46814727783203,-212.6753067970276,-16.70673370361328,-239.9533224105835,9.881973266601562,-119.81494903564452,17.169876098632812,-170.23120880126953,21.582260131835938,-201.4473581314087,24.81487274169922,-228.56789588928223,36.08413696289063,-102.88813591003418,60.50262451171875,-127.80707359313963,75.82015991210938,-146.26444816589355,88.25813293457031,-164.1447401046753,0
17,0.0,0.0,-42.216453552246094,-18.049850463867188,-76.99844360351562,-58.312668800354,-104.48383331298828,-89.12585735321045,-133.2068634033203,-101.3880729675293,-48.91578674316406,-116.95434093475342,-62.91690826416016,-159.84274864196777,-70.27217864990234,-188.0984044075012,-74.69734191894531,-210.5754590034485,-19.107704162597656,-124.63610172271729,-18.489761352539062,-176.99727058410645,-17.701339721679688,-210.95216274261475,-16.64276123046875,-238.19825649261475,9.548988342285156,-119.4645881652832,17.004013061523438,-169.55577850341797,21.382369995117188,-200.7114744186401,24.840965270996094,-227.7312183380127,35.972862243652344,-103.07340145111084,61.10076904296875,-127.85061836242676,76.39232635498047,-146.9624090194702,89.22039031982422,-165.31702995300293,0
18,0.0,0.0,-43.19667816162109,-18.23078155517578,-78.17184448242188,-58.02958488464356,-106.33758544921876,-88.0788516998291,-135.25474548339844,-101.45226001739502,-49.66266632080078,-116.3046169281006,-63.69041442871094,-158.3439302444458,-71.16302490234375,-186.1037850379944,-76.00753784179688,-208.8408780097961,-20.086746215820312,-124.36946868896484,-19.97016906738281,-176.26014232635498,-19.82494354248047,-209.8637866973877,-19.369163513183597,-236.86946868896484,8.020896911621094,-119.41861152648926,15.030670166015623,-168.42052459716797,19.29672241210937,-199.3312382698059,22.443161010742188,-226.01123571395877,33.90129089355469,-103.56851577758788,56.27910614013672,-129.37451362609863,70.14156341552734,-148.6201000213623,81.49368286132812,-166.7669677734375,0
19,0.0,0.0,-42.14313507080078,-17.401371002197266,-76.90959930419922,-56.85173034667969,-104.0359878540039,-86.7330551147461,-132.3287582397461,-100.2890682220459,-49.63691711425781,-115.69420337677002,-62.80872344970703,-157.11542129516602,-70.3322982788086,-184.6100807189941,-75.36052703857422,-207.26175785064697,-19.854660034179688,-123.3244514465332,-19.428482055664062,-175.16395568847656,-19.211502075195312,-208.1933641433716,-19.29431915283203,-234.1302967071533,8.47259521484375,-117.64065742492676,15.83232879638672,-167.27391242980957,20.04459381103516,-197.745373249054,22.782211303710938,-224.05941009521484,34.49760437011719,-100.8758783340454,57.04540252685547,-127.86572456359865,71.07799530029297,-146.66411876678467,81.71367645263672,-164.31334018707275,0
20,0.0,0.0,-41.183204650878906,-17.968168258666992,-76.53194427490234,-58.26544761657715,-103.47282409667967,-87.79533863067627,-131.20136260986328,-101.03239059448242,-49.106178283691406,-116.7951250076294,-62.81913757324219,-157.5249195098877,-70.75164794921875,-184.8643398284912,-76.1016845703125,-207.29952335357663,-19.908370971679688,-124.0673303604126,-20.085487365722656,-175.0869083404541,-20.09075164794922,-208.55055570602417,-20.018653869628903,-234.924430847168,7.938308715820312,-118.4641170501709,13.213729858398438,-166.3352394104004,16.30229949951172,-197.06201791763303,18.46233367919922,-224.0329098701477,33.719024658203125,-102.2954034805298,54.09339904785156,-127.75354385375977,66.80103302001953,-146.8041229248047,76.98371887207031,-165.1179313659668,0
21,0.0,0.0,-41.606101989746094,-17.689247131347656,-77.33367919921875,-58.03447723388672,-103.50299835205078,-88.18220615386963,-130.89649200439453,-102.31754779815674,-50.12451171875,-116.00675582885742,-64.40006256103516,-157.28899955749512,-72.55928039550781,-184.5968341827393,-78.42582702636719,-207.3446989059448,-21.18316650390625,-123.37471961975098,-22.0159912109375,-174.735746383667,-22.564659118652344,-207.90869235992432,-23.402862548828125,-233.85515213012692,6.411285400390625,-117.96491146087646,10.692634582519531,-166.3985252380371,12.43804931640625,-196.9575333595276,13.126106262207031,-223.58258485794067,32.03624725341797,-102.43303298950195,50.66768646240234,-129.76969242095947,62.460899353027344,-149.7707462310791,71.85604095458984,-168.69378089904785,0
22,0.0,0.0,-41.73210144042969,-17.743349075317383,-77.51880645751953,-57.63542175292969,-103.0392074584961,-88.06729316711426,-129.8663330078125,-101.89978122711182,-51.055908203125,-114.85297679901124,-64.43187713623047,-156.22268199920654,-71.6915512084961,-183.9374542236328,-76.66126251220703,-207.4738383293152,-22.560157775878903,-122.78340339660645,-23.9739990234375,-173.58524322509766,-24.554977416992188,-206.4526391029358,-25.25497436523437,-233.38969230651853,4.632148742675781,-118.26865196228027,7.295265197753906,-165.55967330932617,8.668060302734375,-196.5174150466919,9.051437377929688,-224.02431964874268,30.27667999267578,-103.8387393951416,47.2747802734375,-131.13450050354004,58.72039794921875,-151.23717784881592,67.97649383544922,-170.33366203308103,0
